epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
50,0.9507777690887451,0.322360634803772,0.9071999788284302,0.50657719373703,0.0001250000059371814
51,0.9505777955055237,0.315819650888443,0.9103999733924866,0.48719310760498047,0.0001250000059371814
52,0.9533110857009888,0.30985161662101746,0.9129999876022339,0.49134838581085205,0.0001250000059371814
53,0.9560666680335999,0.3018946051597595,0.9100000262260437,0.4947693347930908,0.0001250000059371814
54,0.9525111317634583,0.30806392431259155,0.9052000045776367,0.5039718151092529,0.0001250000059371814
55,0.9601110816001892,0.2871890664100647,0.9190000295639038,0.46751293540000916,6.25000029685907e-05
56,0.9611111283302307,0.2856557071208954,0.9210000038146973,0.45003148913383484,6.25000029685907e-05
57,0.9647111296653748,0.2759402096271515,0.9186000227928162,0.4545849561691284,6.25000029685907e-05
58,0.962933361530304,0.2739759683609009,0.9205999970436096,0.46508529782295227,6.25000029685907e-05
59,0.9640889167785645,0.2706463634967804,0.9169999957084656,0.4607110321521759,6.25000029685907e-05
60,0.9660221934318542,0.2667534649372101,0.9205999970436096,0.4540577530860901,6.25000029685907e-05
