epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
22,0.8761555552482605,0.0005000000237487257,0.6121327877044678,0.8668000102043152,0.6279047131538391
23,0.8766666650772095,0.0005000000237487257,0.6077565550804138,0.8557999730110168,0.6620649695396423
24,0.8788222074508667,0.0005000000237487257,0.5949544906616211,0.8661999702453613,0.6335212588310242
25,0.8821555376052856,0.0005000000237487257,0.5827603340148926,0.8622000217437744,0.6711001396179199
26,0.884755551815033,0.0005000000237487257,0.5751258134841919,0.8379999995231628,0.7225340008735657
27,0.8850888609886169,0.0005000000237487257,0.5691538453102112,0.8087999820709229,0.8806645274162292
28,0.9055555462837219,0.0002500000118743628,0.5051805377006531,0.8736000061035156,0.626930296421051
29,0.9128888845443726,0.0002500000118743628,0.4816575050354004,0.8985999822616577,0.5355749726295471
30,0.9139111042022705,0.0002500000118743628,0.4750750958919525,0.879800021648407,0.5855144262313843
31,0.9155111312866211,0.0002500000118743628,0.4612233638763428,0.8970000147819519,0.5336186289787292
32,0.9169999957084656,0.0002500000118743628,0.4505060017108917,0.8895999789237976,0.5490809082984924
33,0.918066680431366,0.0002500000118743628,0.4459956884384155,0.8952000141143799,0.5445796847343445
34,0.9224222302436829,0.0002500000118743628,0.42973124980926514,0.8895999789237976,0.5546494722366333
35,0.9202222228050232,0.0002500000118743628,0.4313807785511017,0.8953999876976013,0.5310441851615906
36,0.9246666431427002,0.0002500000118743628,0.42218202352523804,0.9057999849319458,0.5139767527580261
37,0.9229778051376343,0.0002500000118743628,0.42214009165763855,0.8956000208854675,0.539620578289032
38,0.924822211265564,0.0002500000118743628,0.4161997437477112,0.8930000066757202,0.5596821308135986
39,0.9273555278778076,0.0002500000118743628,0.4077836275100708,0.8952000141143799,0.532987117767334
40,0.9285555481910706,0.0002500000118743628,0.4045676589012146,0.8956000208854675,0.5220025181770325
41,0.9293333292007446,0.0002500000118743628,0.3967683017253876,0.8849999904632568,0.5774259567260742
42,0.942466676235199,0.0001250000059371814,0.36019250750541687,0.9092000126838684,0.477214515209198
43,0.9444444179534912,0.0001250000059371814,0.348418265581131,0.9079999923706055,0.4990919828414917
44,0.9450444579124451,0.0001250000059371814,0.3471745550632477,0.9100000262260437,0.48985835909843445
45,0.9491555690765381,0.0001250000059371814,0.33409470319747925,0.9156000018119812,0.4656577706336975
46,0.9484888911247253,0.0001250000059371814,0.33441755175590515,0.9138000011444092,0.46980035305023193
47,0.9484444260597229,0.0001250000059371814,0.32863864302635193,0.9132000207901001,0.4709083139896393
48,0.9508444666862488,0.0001250000059371814,0.32361090183258057,0.9142000079154968,0.4611606299877167
49,0.9507777690887451,0.0001250000059371814,0.322360634803772,0.9071999788284302,0.50657719373703
50,0.9505777955055237,0.0001250000059371814,0.315819650888443,0.9103999733924866,0.48719310760498047
51,0.9533110857009888,0.0001250000059371814,0.30985161662101746,0.9129999876022339,0.49134838581085205
52,0.9560666680335999,0.0001250000059371814,0.3018946051597595,0.9100000262260437,0.4947693347930908
53,0.9525111317634583,0.0001250000059371814,0.30806392431259155,0.9052000045776367,0.5039718151092529
54,0.9601110816001892,6.25000029685907e-05,0.2871890664100647,0.9190000295639038,0.46751293540000916
55,0.9611111283302307,6.25000029685907e-05,0.2856557071208954,0.9210000038146973,0.45003148913383484
56,0.9647111296653748,6.25000029685907e-05,0.2759402096271515,0.9186000227928162,0.4545849561691284
57,0.962933361530304,6.25000029685907e-05,0.2739759683609009,0.9205999970436096,0.46508529782295227
58,0.9640889167785645,6.25000029685907e-05,0.2706463634967804,0.9169999957084656,0.4607110321521759
59,0.9660221934318542,6.25000029685907e-05,0.2667534649372101,0.9205999970436096,0.4540577530860901
